Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR)
1877;58;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;130,455;No;106,81667;-6,20000;8361,6
1878;25;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;137,15;No;106,81667;-6,20000;7568,6
1879;69;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;147,225;No;106,81667;-6,20000;6683,3
1880;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,81667;-6,20000;6741,8
1881;71;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Debit;138,71;No;106,81667;-6,20000;5822,7
1882;21;Jakarta;High End;No;Yes;Yes;No;No;Yes;Pulsa;117,065;No;106,81667;-6,20000;7776,6
1883;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,74;No;106,81667;-6,20000;6862,7
1884;58;Jakarta;Mid End;No;Yes;No;Yes;No;No;Credit;77,87;No;106,81667;-6,20000;8329,1
1885;49;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Credit;77,48;No;106,81667;-6,20000;6481,8
1886;30;Jakarta;Mid End;Yes;Yes;No;No;No;No;Debit;71,89;No;106,81667;-6,20000;3542,5
1887;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;117,325;No;106,81667;-6,20000;7766,2
1888;71;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Credit;125,255;No;106,81667;-6,20000;6901,7
1889;2;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;124,15;No;106,81667;-6,20000;5783,7
1890;27;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;No;Digital Wallet;85,995;No;106,81667;-6,20000;4176,9
1891;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,26;No;106,81667;-6,20000;7183,8
1892;1;Jakarta;Mid End;No;No;No;No;No;No;Debit;58,825;No;106,81667;-6,20000;4087,2
1893;72;Jakarta;High End;Yes;Yes;No;Yes;Yes;No;Debit;129,87;No;106,81667;-6,20000;7689,5
1894;46;Jakarta;High End;No;No;Yes;No;No;No;Credit;97,24;No;106,81667;-6,20000;4413,5
1895;10;Jakarta;Mid End;No;Yes;No;No;No;No;Digital Wallet;64,415;No;106,81667;-6,20000;3109,6
1896;70;Jakarta;Mid End;Yes;Yes;No;No;Yes;No;Credit;89,96;No;106,81667;-6,20000;6129,5
1897;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;106,81667;-6,20000;4739,8
1898;63;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Credit;103,805;No;106,81667;-6,20000;5973,5
1899;13;Jakarta;Mid End;Yes;Yes;No;Yes;Yes;No;Pulsa;99,06;No;106,81667;-6,20000;3339,7
1900;49;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;109,85;No;106,81667;-6,20000;8364,2
1901;2;Jakarta;Mid End;No;Yes;No;No;No;No;Digital Wallet;64,025;No;106,81667;-6,20000;4946,5
1902;52;Jakarta;Mid End;Yes;No;No;Yes;Yes;Yes;Credit;103,675;No;106,81667;-6,20000;5384,6
1903;69;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Credit;83,395;No;106,81667;-6,20000;6666,4
1904;43;Jakarta;High End;No;Yes;No;No;Yes;No;Pulsa;117,325;No;106,81667;-6,20000;2889,9
1905;25;Jakarta;Mid End;Yes;No;No;Yes;Yes;No;Credit;90,35;No;106,81667;-6,20000;4100,2
1906;60;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Credit;97,305;No;106,81667;-6,20000;6698,9
1907;63;Jakarta;High End;Yes;No;No;No;Yes;Yes;Credit;129,545;No;106,81667;-6,20000;5943,6
1908;66;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;140,985;No;106,81667;-6,20000;5956,6
1909;34;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,435;No;106,81667;-6,20000;7030,4
1910;72;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Credit;139,75;No;106,81667;-6,20000;6120,4
1911;47;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;130,65;No;106,81667;-6,20000;5834,4
1912;60;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;116,87;No;106,81667;-6,20000;8179,6
1913;72;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Debit;54,73;No;106,81667;-6,20000;7918,3
1914;18;Jakarta;Mid End;No;No;Yes;Yes;No;No;Credit;70,72;No;106,81667;-6,20000;6432,4
1915;3;Jakarta;Mid End;No;Yes;No;Yes;Yes;Yes;Pulsa;97,89;No;106,81667;-6,20000;7003,1
1916;47;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;102,57;No;106,81667;-6,20000;4962,1
1917;31;Jakarta;Mid End;No;Yes;Yes;Yes;Yes;Yes;Digital Wallet;102,96;No;106,81667;-6,20000;6479,2
1918;50;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,195;No;106,81667;-6,20000;7603,7
1919;10;Jakarta;High End;Yes;No;Yes;No;No;No;Digital Wallet;103,805;No;106,81667;-6,20000;7777,9
1920;1;Jakarta;Mid End;No;No;No;Yes;No;No;Digital Wallet;63,765;No;106,81667;-6,20000;4131,4
1921;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,52;No;106,81667;-6,20000;7126,6
1922;64;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Debit;145,08;No;106,81667;-6,20000;6345,3
1923;62;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,525;No;106,81667;-6,20000;5777,2
1924;3;Jakarta;Mid End;Yes;No;No;Yes;No;Yes;Debit;83,85;No;106,81667;-6,20000;7296,9
1925;56;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;143,65;No;106,81667;-6,20000;5801,9
1926;46;Jakarta;Mid End;No;No;No;No;No;Yes;Credit;72,345;No;106,81667;-6,20000;3727,1
1927;8;Jakarta;Mid End;Yes;Yes;No;No;No;No;Digital Wallet;71,045;No;106,81667;-6,20000;7298,2
1928;30;Jakarta;Mid End;Yes;Yes;No;No;Yes;Yes;Pulsa;97,175;No;106,81667;-6,20000;3942,9
1929;45;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,67;No;106,81667;-6,20000;7463,3
1930;11;Jakarta;Mid End;Yes;No;No;No;Yes;Yes;Pulsa;65,715;No;106,81667;-6,20000;4475,9
1931;42;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;134,94;No;106,81667;-6,20000;5206,5
1932;49;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,195;No;106,81667;-6,20000;7048,6
1933;9;Jakarta;High End;No;Yes;No;No;Yes;Yes;Credit;129,09;No;106,81667;-6,20000;4602
1934;35;Jakarta;Mid End;Yes;No;No;No;Yes;No;Debit;80,795;No;106,81667;-6,20000;6831,5
1935;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,845;No;106,81667;-6,20000;5361,2
1936;46;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,81667;-6,20000;7124
1937;29;Jakarta;Mid End;No;No;No;No;Yes;No;Digital Wallet;43,875;No;106,81667;-6,20000;4763,2
1938;30;Jakarta;High End;No;Yes;Yes;No;No;No;Debit;106,665;No;106,81667;-6,20000;6546,8
1939;1;Jakarta;High End;No;No;No;Yes;No;No;Pulsa;97,11;No;106,81667;-6,20000;5436,6
1940;66;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Digital Wallet;109,2;No;106,81667;-6,20000;7572,5
1941;65;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;144,365;No;106,81667;-6,20000;6839,3
1942;72;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;131,17;No;106,81667;-6,20000;7515,3
1943;71;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Credit;86,905;No;106,81667;-6,20000;5352,1
1944;52;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,3;No;106,81667;-6,20000;5405,4
1945;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,81667;-6,20000;3523
1946;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,285;No;106,81667;-6,20000;7295,6
1947;38;Jakarta;High End;No;No;Yes;Yes;Yes;No;Debit;123,5;No;106,81667;-6,20000;6163,3
1948;66;Jakarta;Mid End;No;Yes;Yes;No;Yes;No;Debit;59,215;No;106,81667;-6,20000;8109,4
1949;5;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;31,59;No;106,81667;-6,20000;5219,5
1950;72;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Pulsa;135,395;No;106,81667;-6,20000;5972,2
1951;32;Jakarta;Mid End;Yes;No;No;No;No;No;Digital Wallet;39,195;No;106,81667;-6,20000;4660,5
1952;43;Jakarta;High End;No;No;No;No;Yes;Yes;Digital Wallet;122,655;No;106,81667;-6,20000;7598,5
1953;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,22;No;106,81667;-6,20000;6804,2
1954;52;Jakarta;Mid End;Yes;No;Yes;Yes;No;No;Credit;75,335;No;106,81667;-6,20000;7901,4
1955;43;Jakarta;High End;No;Yes;Yes;No;Yes;No;Pulsa;119,145;No;106,81667;-6,20000;4973,8
1956;64;Jakarta;Mid End;No;Yes;No;Yes;Yes;Yes;Pulsa;70,98;No;106,81667;-6,20000;6305
1957;3;Jakarta;High End;Yes;Yes;No;No;Yes;No;Pulsa;116,805;No;106,81667;-6,20000;6042,4
1958;36;Jakarta;Mid End;Yes;No;No;No;No;No;Debit;40,365;No;106,81667;-6,20000;6332,3
1959;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,81667;-6,20000;7693,4
1960;27;Jakarta;High End;No;Yes;No;Yes;No;No;Credit;110,76;No;106,81667;-6,20000;4934,8
1961;56;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;129,74;No;106,81667;-6,20000;5987,8
1962;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,91;No;106,81667;-6,20000;6949,8
1963;7;Jakarta;Mid End;Yes;No;No;No;No;No;Digital Wallet;65,91;No;106,81667;-6,20000;4026,1
1964;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,105;No;106,81667;-6,20000;4123,6
1965;33;Jakarta;High End;Yes;No;No;Yes;Yes;No;Pulsa;115,635;No;106,81667;-6,20000;6613,1
1966;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;30,615;No;106,81667;-6,20000;7671,3
1967;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;106,81667;-6,20000;3229,2
1968;71;Jakarta;Mid End;Yes;Yes;No;No;Yes;Yes;Pulsa;73,385;No;106,81667;-6,20000;6983,6
1969;13;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;111,735;No;106,81667;-6,20000;7651,8
1970;67;Jakarta;Mid End;No;No;No;Yes;No;No;Debit;65,715;No;106,81667;-6,20000;7883,2
1971;43;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,41;No;106,81667;-6,20000;2622,1
1972;23;Jakarta;High End;Yes;No;No;No;No;No;Debit;97,5;No;106,81667;-6,20000;2887,3
1973;64;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,81667;-6,20000;5924,1
1974;57;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;106,81667;-6,20000;5710,9
1975;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;114,465;No;106,81667;-6,20000;7932,6
1976;61;Jakarta;High End;No;Yes;No;No;Yes;Yes;Debit;131,365;No;106,81667;-6,20000;8204,3
1977;64;Jakarta;High End;Yes;Yes;No;No;No;No;Credit;109,59;No;106,81667;-6,20000;6557,2
1978;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,135;No;106,81667;-6,20000;5627,7
1979;65;Jakarta;High End;Yes;Yes;No;Yes;Yes;No;Credit;128,765;No;106,81667;-6,20000;7641,4
1980;3;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;106,81667;-6,20000;3305,9
1981;30;Jakarta;Mid End;No;Yes;Yes;No;Yes;No;Credit;83,85;No;106,81667;-6,20000;5616
1982;15;Jakarta;Mid End;No;Yes;Yes;Yes;No;Yes;Digital Wallet;90,35;No;106,81667;-6,20000;4066,4
1983;8;Jakarta;Mid End;No;No;No;Yes;Yes;Yes;Pulsa;89,115;No;106,81667;-6,20000;4059,9
1984;70;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;140,595;No;106,81667;-6,20000;6749,6
1985;62;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;111,93;No;106,81667;-6,20000;7499,7
1986;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,81667;-6,20000;5580,9
1987;14;Jakarta;High End;No;No;No;No;No;Yes;Debit;105,17;No;106,81667;-6,20000;3331,9
1988;22;Jakarta;High End;No;No;No;No;Yes;No;Debit;109,395;No;106,81667;-6,20000;4613,7
1989;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,81667;-6,20000;2824,9
1990;16;Jakarta;Mid End;Yes;No;Yes;No;Yes;No;Digital Wallet;83,525;No;106,81667;-6,20000;7164,3
1991;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,41;No;106,81667;-6,20000;4694,3
1992;13;Jakarta;Mid End;Yes;Yes;No;No;No;No;Pulsa;72,8;No;106,81667;-6,20000;6702,8
1993;2;Bandung;High End;No;No;No;No;No;No;Pulsa;90,61;No;107,60981;-6,91474;3972,8
1994;53;Bandung;Mid End;No;Yes;Yes;Yes;No;Yes;Debit;96,07;No;107,60981;-6,91474;7337,2
1995;11;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;107,60981;-6,91474;5261,1
1996;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;107,60981;-6,91474;7241
1997;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;115,765;No;107,60981;-6,91474;8075,6
1998;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,52;No;107,60981;-6,91474;5187
1999;43;Bandung;High End;Yes;No;Yes;Yes;No;No;Debit;109,525;No;107,60981;-6,91474;5696,6
2000;14;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Digital Wallet;106,535;No;107,60981;-6,91474;3333,2
2001;32;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,715;No;107,60981;-6,91474;6965,4
2002;34;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,11;No;107,60981;-6,91474;4447,3
2003;15;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Debit;136,955;No;107,60981;-6,91474;3537,3
2004;61;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,715;No;107,60981;-6,91474;6643
2005;1;Bandung;Mid End;No;No;No;No;No;No;Digital Wallet;58,89;No;107,60981;-6,91474;4647,5
2006;33;Bandung;Mid End;Yes;No;Yes;No;Yes;Yes;Credit;97,175;No;107,60981;-6,91474;6947,2
2007;20;Bandung;Mid End;No;Yes;No;No;No;No;Digital Wallet;67,34;No;107,60981;-6,91474;3593,2
2008;3;Bandung;Mid End;No;No;No;Yes;No;No;Pulsa;39,52;No;107,60981;-6,91474;4040,4
2009;13;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,545;No;107,60981;-6,91474;2631,2
2010;40;Bandung;Mid End;No;Yes;No;No;No;No;Credit;73,58;No;107,60981;-6,91474;4366,7
2011;43;Bandung;Mid End;Yes;No;No;Yes;No;Yes;Credit;93,47;No;107,60981;-6,91474;5337,8
2012;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,675;No;107,60981;-6,91474;6922,5
2013;72;Bandung;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;142,61;No;107,60981;-6,91474;7728,5
2014;59;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,09;No;107,60981;-6,91474;5393,7
2015;20;Bandung;High End;Yes;Yes;No;Yes;Yes;No;Pulsa;125,515;No;107,60981;-6,91474;5696,6
2016;24;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,33;No;107,60981;-6,91474;6024,2
2017;59;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;144,755;No;107,60981;-6,91474;7861,1
2018;72;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;145,925;No;107,60981;-6,91474;5328,7
2019;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;107,60981;-6,91474;4365,4
2020;27;Bandung;High End;Yes;No;No;Yes;Yes;Yes;Credit;132,47;No;107,60981;-6,91474;4933,5
2021;14;Bandung;High End;No;Yes;No;Yes;No;No;Credit;104,065;No;107,60981;-6,91474;5720
2022;71;Bandung;High End;Yes;No;Yes;No;Yes;Yes;Pulsa;137,215;No;107,60981;-6,91474;6513
2023;13;Bandung;High End;No;No;No;No;Yes;No;Credit;101,79;No;107,60981;-6,91474;7235,8
2024;44;Bandung;High End;No;No;No;No;No;No;Credit;89,505;No;107,60981;-6,91474;2668,9
2025;33;Bandung;High End;No;Yes;No;Yes;No;No;Debit;103,935;No;107,60981;-6,91474;4053,4
2026;72;Bandung;Mid End;Yes;Yes;Yes;Yes;No;Yes;Credit;72,085;No;107,60981;-6,91474;5922,8
2027;64;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;133,185;No;107,60981;-6,91474;8317,4
2028;1;Bandung;Mid End;No;No;No;No;No;No;Pulsa;32,825;No;107,60981;-6,91474;7615,4
2029;61;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;107,60981;-6,91474;7034,3
2030;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26;No;107,60981;-6,91474;4940
2031;23;Bandung;High End;No;No;No;No;No;Yes;Pulsa;112,84;No;107,60981;-6,91474;7524,4
2032;57;Bandung;Mid End;Yes;Yes;Yes;No;Yes;Yes;Debit;76,375;No;107,60981;-6,91474;5349,5
2033;72;Bandung;Mid End;Yes;Yes;Yes;Yes;No;No;Credit;58,825;No;107,60981;-6,91474;6553,3
2034;66;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;No;Debit;73,58;No;107,60981;-6,91474;7150
2035;65;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;109,46;No;107,60981;-6,91474;6832,8
2036;8;Bandung;High End;No;No;No;No;Yes;No;Debit;104;No;107,60981;-6,91474;2814,5
2037;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,175;No;107,60981;-6,91474;6034,6
2038;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,26;No;107,60981;-6,91474;5408
2039;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,155;No;107,60981;-6,91474;5786,3
2040;24;Bandung;Mid End;Yes;No;No;No;Yes;Yes;Digital Wallet;65,78;No;107,60981;-6,91474;6247,8
2041;31;Bandung;Mid End;Yes;No;Yes;Yes;Yes;Yes;Digital Wallet;105,495;No;107,60981;-6,91474;7335,9
2042;30;Bandung;High End;No;No;No;Yes;No;Yes;Credit;116,87;No;107,60981;-6,91474;4202,9
2043;47;Bandung;Mid End;Yes;Yes;No;Yes;Yes;Yes;Credit;110,89;No;107,60981;-6,91474;7407,4
2044;54;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Credit;140,4;No;107,60981;-6,91474;8281
2045;50;Bandung;High End;Yes;Yes;No;Yes;No;Yes;Credit;121,55;No;107,60981;-6,91474;8277,1
2046;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,325;No;107,60981;-6,91474;7452,9
2047;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;32,695;No;107,60981;-6,91474;7138,3
2048;10;Bandung;Mid End;No;No;No;Yes;No;No;Digital Wallet;38,48;No;107,60981;-6,91474;4134
2049;18;Bandung;High End;No;No;No;No;No;No;Pulsa;95,095;No;107,60981;-6,91474;5567,9
2050;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;107,60981;-6,91474;5553,6
2051;72;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;112,58;No;107,60981;-6,91474;5889
2052;72;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;141,96;No;107,60981;-6,91474;5916,3
2053;41;Bandung;Mid End;Yes;No;No;Yes;Yes;Yes;Credit;97,11;No;107,60981;-6,91474;6819,8
2054;65;Bandung;High End;Yes;Yes;Yes;No;No;Yes;Pulsa;122,72;No;107,60981;-6,91474;6952,4
2055;13;Bandung;Mid End;No;Yes;Yes;No;No;No;Pulsa;71,24;No;107,60981;-6,91474;7224,1
2056;4;Bandung;High End;Yes;No;No;No;No;No;Pulsa;97,955;No;107,60981;-6,91474;5242,9
2057;41;Bandung;Mid End;No;No;Yes;No;No;Yes;Digital Wallet;84,5;No;107,60981;-6,91474;6555,9
2058;42;Bandung;High End;Yes;Yes;Yes;No;No;Yes;Pulsa;128,7;No;107,60981;-6,91474;3753,1
2059;51;Bandung;High End;Yes;Yes;Yes;No;Yes;No;Pulsa;121,55;No;107,60981;-6,91474;7229,3
2060;32;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;108,81;No;107,60981;-6,91474;5128,5
2061;10;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;107,60981;-6,91474;4898,4
2062;67;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;77,415;No;107,60981;-6,91474;5821,4
2063;61;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;149,63;No;107,60981;-6,91474;7917
2064;50;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;148,655;No;107,60981;-6,91474;6588,4
2065;29;Bandung;Mid End;Yes;No;Yes;No;No;Yes;Pulsa;58,5;No;107,60981;-6,91474;4022,2
2066;57;Bandung;High End;No;Yes;No;No;No;Yes;Pulsa;116,805;No;107,60981;-6,91474;5757,7
2067;31;Bandung;Mid End;Yes;Yes;No;Yes;No;Yes;Debit;64,805;No;107,60981;-6,91474;3300,7
2068;45;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;147,29;No;107,60981;-6,91474;6350,5
2069;61;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;114,53;No;107,60981;-6,91474;6697,6
2070;50;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,37;No;107,60981;-6,91474;5586,1
2071;19;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Digital Wallet;136,5;No;107,60981;-6,91474;4581,2
2072;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,525;No;107,60981;-6,91474;7031,7
2073;57;Bandung;Mid End;Yes;Yes;No;Yes;No;No;Pulsa;77,675;No;107,60981;-6,91474;5215,6
2074;20;Bandung;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;139,165;No;107,60981;-6,91474;6926,4
2075;21;Bandung;Mid End;Yes;Yes;No;No;No;Yes;Debit;84,435;No;107,60981;-6,91474;5985,2
2076;14;Bandung;Mid End;No;No;Yes;Yes;Yes;Yes;Pulsa;71,5;No;107,60981;-6,91474;6370
2077;5;Bandung;Mid End;No;Yes;No;No;No;No;Debit;65,715;No;107,60981;-6,91474;3560,7
2078;6;Bandung;Mid End;Yes;Yes;No;No;No;No;Digital Wallet;71,695;No;107,60981;-6,91474;6990,1
2079;10;Bandung;Mid End;No;Yes;No;No;No;No;Pulsa;66,56;No;107,60981;-6,91474;7494,5
2080;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,02;No;107,60981;-6,91474;5922,8
2081;68;Bandung;Mid End;Yes;No;No;No;No;No;Digital Wallet;70,785;No;107,60981;-6,91474;6903
2082;22;Bandung;High End;No;No;No;No;No;No;Credit;98,8;No;107,60981;-6,91474;2640,3
2083;20;Bandung;Mid End;No;No;No;No;No;No;Pulsa;57,655;No;107,60981;-6,91474;4498
2084;35;Bandung;Mid End;Yes;Yes;Yes;No;No;No;Digital Wallet;79,56;No;107,60981;-6,91474;2697,5
2085;23;Bandung;High End;No;Yes;Yes;Yes;No;No;Digital Wallet;112,84;No;107,60981;-6,91474;4160
2086;6;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;116,155;No;107,60981;-6,91474;3351,4
2087;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,91474;7429,5
2088;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;107,60981;-6,91474;6999,2
2089;71;Bandung;High End;No;No;Yes;No;No;No;Pulsa;98,865;No;107,60981;-6,91474;7593,3
2090;35;Bandung;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,04;No;107,60981;-6,91474;4313,4
2091;40;Bandung;Mid End;No;No;Yes;No;Yes;Yes;Pulsa;96,915;No;107,60981;-6,91474;4833,4
2092;23;Bandung;Mid End;No;No;No;No;Yes;Yes;Debit;84,37;No;107,60981;-6,91474;4308,2
2093;4;Bandung;High End;No;No;Yes;Yes;No;Yes;Pulsa;117,52;No;107,60981;-6,91474;4308,2
2094;68;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Credit;78,39;No;107,60981;-6,91474;6323,2
2095;38;Bandung;High End;No;Yes;No;No;No;No;Digital Wallet;106,405;No;107,60981;-6,91474;4642,3
2096;52;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,24;No;107,60981;-6,91474;6916
2097;29;Bandung;Mid End;No;No;Yes;Yes;Yes;Yes;Digital Wallet;98,215;No;107,60981;-6,91474;7312,5
2098;38;Bandung;High End;No;Yes;No;No;Yes;Yes;Pulsa;131,495;No;107,60981;-6,91474;5246,8
2099;48;Bandung;Mid End;Yes;No;Yes;No;Yes;Yes;Credit;102,375;No;107,60981;-6,91474;2934,1
